tempo de leitura: 0.009461
Iteracao	Erro < 0.001000
961		0.014528
962		0.014683
963		0.014413
964		0.014565
965		0.014299
966		0.014447
967		0.014185
968		0.014331
969		0.014073
970		0.014216
971		0.013961
972		0.014102
973		0.013851
974		0.013988
975		0.013741
976		0.013876
977		0.013632
978		0.013764
979		0.013524
980		0.013654
981		0.013417
982		0.013544
983		0.013310
984		0.013435
985		0.013205
986		0.013327
987		0.013100
988		0.013220
989		0.012996
990		0.013114
991		0.012893
992		0.013008
993		0.012791
994		0.012904
995		0.012689
996		0.012800
997		0.012588
998		0.012697
999		0.012489
1000		0.012595
1001		0.012390
1002		0.012494
1003		0.012291
1004		0.012394
1005		0.012194
1006		0.012294
1007		0.012097
1008		0.012195
1009		0.012001
1010		0.012097
1011		0.011906
1012		0.012000
1013		0.011811
1014		0.011904
1015		0.011717
1016		0.011808
1017		0.011624
1018		0.011714
1019		0.011532
1020		0.011619
1021		0.011441
1022		0.011526
1023		0.011350
1024		0.011434
1025		0.011260
1026		0.011342
1027		0.011170
1028		0.011251
1029		0.011082
1030		0.011160
1031		0.010994
1032		0.011071
1033		0.010906
1034		0.010982
1035		0.010820
1036		0.010894
1037		0.010734
1038		0.010806
1039		0.010648
1040		0.010720
1041		0.010564
1042		0.010634
1043		0.010480
1044		0.010548
1045		0.010397
1046		0.010464
1047		0.010314
1048		0.010380
1049		0.010232
1050		0.010296
1051		0.010151
1052		0.010214
1053		0.010070
1054		0.010132
1055		0.009990
1056		0.010050
1057		0.009911
1058		0.009970
1059		0.009832
1060		0.009890
1061		0.009754
1062		0.009810
1063		0.009677
1064		0.009732
1065		0.009600
1066		0.009654
1067		0.009523
1068		0.009576
1069		0.009448
1070		0.009499
1071		0.009373
1072		0.009423
1073		0.009298
1074		0.009348
1075		0.009224
1076		0.009273
1077		0.009151
1078		0.009198
1079		0.009078
1080		0.009124
1081		0.009006
1082		0.009051
1083		0.008935
1084		0.008979
1085		0.008864
1086		0.008907
1087		0.008793
1088		0.008835
1089		0.008723
1090		0.008764
1091		0.008654
1092		0.008694
1093		0.008585
1094		0.008624
1095		0.008517
1096		0.008555
1097		0.008449
1098		0.008487
1099		0.008382
1100		0.008419
1101		0.008315
1102		0.008351
1103		0.008249
1104		0.008284
1105		0.008184
1106		0.008218
1107		0.008118
1108		0.008152
1109		0.008054
1110		0.008087
1111		0.007990
1112		0.008022
1113		0.007926
1114		0.007957
1115		0.007863
1116		0.007894
1117		0.007801
1118		0.007830
1119		0.007739
1120		0.007768
1121		0.007677
1122		0.007705
1123		0.007616
1124		0.007644
1125		0.007556
1126		0.007582
1127		0.007495
1128		0.007522
1129		0.007436
1130		0.007461
1131		0.007377
1132		0.007402
1133		0.007318
1134		0.007342
1135		0.007260
1136		0.007283
1137		0.007202
1138		0.007225
1139		0.007145
1140		0.007167
1141		0.007088
1142		0.007110
1143		0.007031
1144		0.007053
1145		0.006976
1146		0.006996
1147		0.006920
1148		0.006940
1149		0.006865
1150		0.006885
1151		0.006810
1152		0.006829
1153		0.006756
1154		0.006775
1155		0.006702
1156		0.006720
1157		0.006649
1158		0.006667
1159		0.006596
1160		0.006613
1161		0.006544
1162		0.006560
1163		0.006492
1164		0.006508
1165		0.006440
1166		0.006456
1167		0.006389
1168		0.006404
1169		0.006338
1170		0.006353
1171		0.006287
1172		0.006302
1173		0.006237
1174		0.006251
1175		0.006188
1176		0.006201
1177		0.006138
1178		0.006152
1179		0.006090
1180		0.006102
1181		0.006041
1182		0.006053
1183		0.005993
1184		0.006005
1185		0.005945
1186		0.005957
1187		0.005898
1188		0.005909
1189		0.005851
1190		0.005862
1191		0.005804
1192		0.005815
1193		0.005758
1194		0.005768
1195		0.005712
1196		0.005722
1197		0.005667
1198		0.005676
1199		0.005622
1200		0.005631
1201		0.005577
1202		0.005586
1203		0.005533
1204		0.005541
1205		0.005489
1206		0.005497
1207		0.005445
1208		0.005453
1209		0.005402
1210		0.005409
1211		0.005359
1212		0.005366
1213		0.005316
1214		0.005323
1215		0.005274
1216		0.005280
1217		0.005232
1218		0.005238
1219		0.005190
1220		0.005196
1221		0.005149
1222		0.005154
1223		0.005108
1224		0.005113
1225		0.005067
1226		0.005072
1227		0.005027
1228		0.005032
1229		0.004986
1230		0.004991
1231		0.004947
1232		0.004951
1233		0.004907
1234		0.004912
1235		0.004868
1236		0.004872
1237		0.004830
1238		0.004833
1239		0.004791
1240		0.004795
1241		0.004753
1242		0.004756
1243		0.004715
1244		0.004718
1245		0.004677
1246		0.004681
1247		0.004640
1248		0.004643
1249		0.004603
1250		0.004606
1251		0.004567
1252		0.004569
1253		0.004530
1254		0.004533
1255		0.004494
1256		0.004496
1257		0.004458
1258		0.004460
1259		0.004423
1260		0.004425
1261		0.004388
1262		0.004389
1263		0.004353
1264		0.004354
1265		0.004318
1266		0.004319
1267		0.004284
1268		0.004285
1269		0.004249
1270		0.004250
1271		0.004216
1272		0.004216
1273		0.004182
1274		0.004183
1275		0.004149
1276		0.004149
1277		0.004116
1278		0.004116
1279		0.004083
1280		0.004083
1281		0.004050
1282		0.004050
1283		0.004018
1284		0.004018
1285		0.003986
1286		0.003986
1287		0.003954
1288		0.003954
1289		0.003923
1290		0.003922
1291		0.003891
1292		0.003891
1293		0.003860
1294		0.003860
1295		0.003830
1296		0.003829
1297		0.003799
1298		0.003798
1299		0.003769
1300		0.003768
1301		0.003739
1302		0.003738
1303		0.003709
1304		0.003708
1305		0.003679
1306		0.003678
1307		0.003650
1308		0.003649
1309		0.003621
1310		0.003620
1311		0.003592
1312		0.003591
1313		0.003564
1314		0.003562
1315		0.003535
1316		0.003533
1317		0.003507
1318		0.003505
1319		0.003479
1320		0.003477
1321		0.003451
1322		0.003449
1323		0.003424
1324		0.003422
1325		0.003397
1326		0.003394
1327		0.003369
1328		0.003367
1329		0.003343
1330		0.003340
1331		0.003316
1332		0.003314
1333		0.003290
1334		0.003287
1335		0.003263
1336		0.003261
1337		0.003237
1338		0.003235
1339		0.003211
1340		0.003209
1341		0.003186
1342		0.003183
1343		0.003160
1344		0.003158
1345		0.003135
1346		0.003133
1347		0.003110
1348		0.003107
1349		0.003086
1350		0.003083
1351		0.003061
1352		0.003058
1353		0.003037
1354		0.003034
1355		0.003012
1356		0.003009
1357		0.002988
1358		0.002985
1359		0.002964
1360		0.002961
1361		0.002941
1362		0.002938
1363		0.002917
1364		0.002914
1365		0.002894
1366		0.002891
1367		0.002871
1368		0.002868
1369		0.002848
1370		0.002845
1371		0.002825
1372		0.002822
1373		0.002803
1374		0.002800
1375		0.002781
1376		0.002777
1377		0.002758
1378		0.002755
1379		0.002736
1380		0.002733
1381		0.002715
1382		0.002711
1383		0.002693
1384		0.002689
1385		0.002671
1386		0.002668
1387		0.002650
1388		0.002647
1389		0.002629
1390		0.002625
1391		0.002608
1392		0.002604
1393		0.002587
1394		0.002584
1395		0.002567
1396		0.002563
1397		0.002546
1398		0.002542
1399		0.002526
1400		0.002522
1401		0.002506
1402		0.002502
1403		0.002486
1404		0.002482
1405		0.002466
1406		0.002462
1407		0.002446
1408		0.002442
1409		0.002427
1410		0.002423
1411		0.002407
1412		0.002404
1413		0.002388
1414		0.002384
1415		0.002369
1416		0.002365
1417		0.002350
1418		0.002346
1419		0.002332
1420		0.002328
1421		0.002313
1422		0.002309
1423		0.002295
1424		0.002291
1425		0.002276
1426		0.002272
1427		0.002258
1428		0.002254
1429		0.002240
1430		0.002236
1431		0.002222
1432		0.002218
1433		0.002204
1434		0.002200
1435		0.002187
1436		0.002183
1437		0.002169
1438		0.002165
1439		0.002152
1440		0.002148
1441		0.002135
1442		0.002131
1443		0.002118
1444		0.002114
1445		0.002101
1446		0.002097
1447		0.002084
1448		0.002080
1449		0.002068
1450		0.002064
1451		0.002051
1452		0.002047
1453		0.002035
1454		0.002031
1455		0.002019
1456		0.002015
1457		0.002002
1458		0.001998
1459		0.001987
1460		0.001982
1461		0.001971
1462		0.001967
1463		0.001955
1464		0.001951
1465		0.001939
1466		0.001935
1467		0.001924
1468		0.001920
1469		0.001909
1470		0.001905
1471		0.001893
1472		0.001889
1473		0.001878
1474		0.001874
1475		0.001863
1476		0.001859
1477		0.001848
1478		0.001844
1479		0.001834
1480		0.001830
1481		0.001819
1482		0.001815
1483		0.001805
1484		0.001801
1485		0.001790
1486		0.001786
1487		0.001776
1488		0.001772
1489		0.001762
1490		0.001758
1491		0.001748
1492		0.001744
1493		0.001734
1494		0.001730
1495		0.001720
1496		0.001716
1497		0.001706
1498		0.001702
1499		0.001693
1500		0.001689
1501		0.001679
1502		0.001675
1503		0.001666
1504		0.001662
1505		0.001652
1506		0.001648
