tempo de leitura: 0.304565
Iteracao	Erro < 0.001000
741		0.345413
742		0.527143
743		0.345032
744		0.526255
745		0.344651
746		0.525370
747		0.344271
748		0.524486
749		0.343891
750		0.523604
751		0.343511
752		0.522724
753		0.343132
754		0.521845
755		0.342753
756		0.520968
757		0.342374
758		0.520094
759		0.341996
760		0.519220
761		0.341618
762		0.518349
763		0.341240
764		0.517479
765		0.340863
766		0.516612
767		0.340486
768		0.515745
769		0.340109
770		0.514881
771		0.339733
772		0.514019
773		0.339357
774		0.513158
775		0.338981
776		0.512299
777		0.338606
778		0.511441
779		0.338231
780		0.510585
781		0.337856
782		0.509732
783		0.337481
784		0.508879
785		0.337107
786		0.508029
787		0.336734
788		0.507180
789		0.336360
790		0.506333
791		0.335987
792		0.505487
793		0.335615
794		0.504644
795		0.335242
796		0.503802
797		0.334870
798		0.502961
799		0.334498
800		0.502123
801		0.334127
802		0.501286
803		0.333756
804		0.500451
805		0.333385
806		0.499617
807		0.333015
808		0.498785
809		0.332645
810		0.497955
811		0.332275
812		0.497126
813		0.331906
814		0.496299
815		0.331537
816		0.495474
817		0.331168
818		0.494650
819		0.330799
820		0.493828
821		0.330431
822		0.493008
823		0.330064
824		0.492189
825		0.329696
826		0.491372
827		0.329329
828		0.490556
829		0.328962
830		0.489742
831		0.328596
832		0.488930
833		0.328230
834		0.488119
835		0.327864
836		0.487310
837		0.327498
838		0.486503
839		0.327133
840		0.485697
841		0.326768
842		0.484892
843		0.326404
844		0.484090
845		0.326040
846		0.483289
847		0.325676
848		0.482489
849		0.325312
850		0.481691
851		0.324949
852		0.480895
853		0.324586
854		0.480100
855		0.324224
856		0.479307
857		0.323862
858		0.478515
859		0.323500
860		0.477725
861		0.323138
862		0.476936
863		0.322777
864		0.476149
865		0.322416
866		0.475364
867		0.322056
868		0.474580
869		0.321695
870		0.473798
871		0.321335
872		0.473017
873		0.320976
874		0.472238
875		0.320617
876		0.471460
877		0.320258
878		0.470684
879		0.319899
880		0.469909
881		0.319541
882		0.469136
883		0.319183
884		0.468364
885		0.318825
886		0.467594
887		0.318468
888		0.466825
889		0.318111
890		0.466058
891		0.317754
892		0.465292
893		0.317398
894		0.464528
895		0.317042
896		0.463765
897		0.316686
898		0.463004
899		0.316331
900		0.462244
901		0.315976
902		0.461486
903		0.315621
904		0.460729
905		0.315267
906		0.459974
907		0.314912
908		0.459220
909		0.314559
910		0.458468
911		0.314205
912		0.457717
913		0.313852
914		0.456968
915		0.313499
916		0.456220
917		0.313147
918		0.455473
919		0.312795
920		0.454728
921		0.312443
922		0.453984
923		0.312092
924		0.453242
925		0.311740
926		0.452502
927		0.311390
928		0.451762
929		0.311039
930		0.451024
931		0.310689
932		0.450288
933		0.310339
934		0.449553
935		0.309989
936		0.448819
937		0.309640
938		0.448087
939		0.309291
940		0.447356
941		0.308943
942		0.446627
943		0.308594
